product_name,energy_100g,sugars_100g,fat_100g,proteins_100g,salt_100g,fiber_100g,carbohydrates_100g,nutrition_grade
Schär Meisterbäckers Classic mit Sauerteig 8008698027400 Glutenfreies weißes Schnittbrot,981.1,3.3,3.4,3.5,0.99,8.1,43.0,a
Grana PadanoGrattugiato*,1654.0,0.0,29.0,33.0,1.5,0.0,0.0,d
Cheerios Grandkids imp,1801.97,5.13076923076923,6.41,12.8,1.2175,10.3,74.4,c
Pumpkin Seed + Flax Granola,2063.0,18.75,18.18,10.9,0.11716,7.29167,67.27,c
Crema De Branza Cu Verdeata,1039.7,3.0,23.0,7.0,2.15,,4.1,e
MEGA OMEGA,2117.36,36.7,26.7,10.0,0.0,6.67,53.3,c
HIGH PROTEIN BAGEL thins,1364.5,7.0,4.75,19.0,0.85,11.0,45.75,a
4 pains burger géant nature,1168.1,4.9,5.0,9.7,1.1,2.4,47.0,c
Asperges Blanches Miniatures,77.5,1.0,0.5,1.5,0.93,1.0,1.5,a
Biscotti scotti senza lattosio,2005.2,20.0,20.0,7.2,0.55,2.6,66.0,d
Biscotte aixoise pauvre en sel,1754.1,7.1,8.0,11.7,0.04,4.4,72.0,b
Turkisk Naturell Yoghurt,500.0,4.5,10.0,3.2,0.1,0.0,4.5,c
LION TRIPLE CRUNCHY Céréales - Boite de 550g,1713.0,23.8,8.3,7.4,0.66,6.4,72.3,d
Gap extra ricotta epinards lustucru,883.0,2.1,6.2,6.5,1.16,2.0,31.0,c
Goldessa Paprika,1030.0,4.5,22.6,1.6,0.73,1.9,7.8,d
spaghetti kayna complet,1464.0,,2.0,12.0,,,68.0,unknown
Pain de mie épeautre,1152.0,0.4,4.1,9.5,1.5,4.1,47.0,c
Super Seeded Nut Butter,2527.5,5.2,51.3,26.3,0.03,11.1,5.5,a
Sweet & Salty Nut Peanut Chewy Granola Bar,2044.11764705882,58.8235294117647,23.5294117647059,8.82352941176471,1.02941176470588,2.94117647058824,58.8235294117647,e
Tomato Soup,390.0,12.0,0.0,2.0,1.2,2.0,20.0,unknown
Weetabix,1683.01886792453,3.77358490566038,1.88679245283019,9.43396226415094,0.80188679245283,13.2075471698113,79.2452830188679,b
Artesano bakery bread,1196.05263157895,5.26315789473684,3.94736842105263,10.5263157894737,1.31578947368421,2.63157894736842,50.0,c
HONEY WHEAT BREAD,1088.46153846154,7.69230769230769,3.84615384615385,7.69230769230769,1.34615384615385,3.84615384615385,46.1538461538462,c
simple ingredient skyr plain,442.0,5.0,0.0,19.0,0.1625,0.0,7.0,a
Golden Puffs,1608.7,28.6,1.7,9.9,0.00025,5.8,78.3,c
Rice Cakes Milk Chocolate & Coconut,2077.2,27.0,26.0,7.6,0.29,,58.0,e
Frullato ananas banana cocco mango,343.0,11.0,3.2,0.9,0.01,,11.6,e
Stra-Balicious Smoothie fraise et banane,229.0,11.7,0.1,0.5,0.01,,11.9,d
Croque Emmental,961.0,4.5,17.0,13.5,2.425,,7.0,e
2 Galettes Jambon Fromage,697.0,2.5,6.6,11.0,0.83,1.4,15.0,c
Brillat-Savarin IGP affiné,1610.0,1.0,38.0,10.0,1.0,0.0,2.0,d
"Coeurs de palmier, boîte de 1/2 220g poids net égoutté 400g",100.0,1.0,0.5,2.0,0.54,2.0,3.0,a
Spécialité fermentée au soja nature 6x100g,171.0,0.3,2.1,3.8,0.08,1.3,1.1,a
Taboulé à l'orientale 300g,729.0,2.6,6.5,4.7,0.8,2.2,23.0,c
"Grinioc boulgour, brebis, tomates confites et basilic",930.6,3.8,7.8,7.6,0.95,4.6,28.0,c
Thon au Naturel,500.0,0.0,1.1,27.0,0.9,0.0,0.0,a
Ecrasée de Pomme de Terre aux Truffes noires,579.9,2.0,7.3,2.0,0.36,2.6,15.0,c
Tarte Tatin,830.0,22.0,5.7,1.7,0.13,1.7,34.0,c
Amandes en poudre,2643.0,4.0,53.0,28.0,0.03,9.2,7.8,a
Chèvre choco - flan au chocolat,484.0,12.44,4.11,3.9,0.17,1.2,15.62,c
Duo de courgettes et tomates cerises,150.0,1.7,2.1,1.3,0.39,1.4,2.6,b
Mojito cocktail sans alcool,155.0,8.3,0.0,0.1,0.0,0.1,8.3,e
Sorbet plein fruit Framboise 500G/750ml,530.0,25.0,0.5,0.8,0.01,7.5,26.0,b
Bouillon cube de légumes,37.2,0.5,0.5,0.5,0.3,0.0,0.6,unknown
Frischkäse Kräuter,969.0,3.0,22.0,5.5,1.1,,3.2,d
Light fat spread,1878.0,2.0,49.2,1.3,1.4,,2.0,d
Wholegrain Low fat rice cakes imp,1647.2,0.5,2.8,8.5,0.017,,82.3,a
Crunchy Nut Granola Hazelnut & Chocolate,1992.0,24.44444,23.0,8.3,0.75556,6.0,58.0,e
Froot Loops,1630.0,25.0,3.0,8.3,1.13,4.3,79.0,d
Filets de merlu blanc meuniere msc 220g,663.0,0.4,5.8,14.0,0.84,0.8,12.0,a
"Bio dessert Panna cotta, au sucre de canne",769.2,10.0,15.0,2.6,0.19,,10.0,unknown
Pj clementine pet 1l,194.0,9.9,0.0,0.6,0.0,0.1,11.0,c
Son d'avoine BIO,1577.0,1.0,8.1,13.0,0.01,13.0,56.0,a
"Sauce coulis de tomate Purée de tomate 3 briques, 200g",119.0,3.9,0.1,1.2,0.4,1.5,4.9,a
Comté AOP au lait cru râpé 34%MG,1700.0,0.5,34.0,26.0,0.8,0.0,0.5,d
Coulommiers,1063.0,0.5,20.0,19.0,1.4,0.0,1.0,d
Blé,1465.0,0.6,2.5,14.0,0.0,10.0,62.0,a
Blue,1493.0,0.05,33.0,16.0,2.2,0.5,0.05,d
Margarine Oméga 3 Bio,2970.2,0.5,80.0,0.1,0.05,,0.5,d
Chicorée café,1452.0,4.3,0.0,12.0,0.25,13.0,65.0,unknown
Salade catalane au thon,496.0,3.7,6.0,9.2,0.9,2.6,5.7,b
Yaourt sur lit  de fruits rouges,415.0,11.0,3.7,3.4,0.09,,13.0,a
Fromage frais aux fruits,361.0,10.0,2.0,6.9,0.08,0.0,10.0,a
Infusion verveine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Bio village noix de cajou,2587.0,6.5,49.0,20.0,0.03,5.5,22.0,b
E Knusprige Haferfleks Klassik Kölln,1648.7,17.0,5.4,9.7,1.08,7.5,72.0,c
Napolina Extra Virgin Olive Oil 500Ml,3381.8,0.0,91.4,0.0,0.0,0.0,0.0,b
granary wholemeal bread,997.0,2.4,2.4,10.6,0.98,6.8,39.8,a
Crispy French fries,905.5,0.8,8.2,3.3,0.54,4.5,30.0,b
Smooth Peanut Butter,2700.0,4.2,54.5,26.3,0.9825,6.5,9.2,c
Mayonnaise aux Œufs,3049.7,1.5,81.0,1.2,1.18,,1.9,e
Biaform 100% volkoren complet,994.666666666667,2.66666666666667,3.33333333333333,8.66666666666667,0.983333333333333,8.33333333333333,38.6666666666667,a
Flocos de milho Nacional 0%,1547.0,0.8,1.0,6.0,1.4,6.0,80.0,c
Activia meille,254.38,4.54,3.25,3.35,0.0875,,4.54,b
Fraidoux Président (120G),861.5,2.5,18.0,5.5,0.3925,,5.0,d
Pizza Sauce Aromatica,137.5,4.2,0.5,1.6,0.74,0.0,5.4,c
Boquerones al Vinagre,846.6,0.22,13.6,19.4,3.1,,0.8,d
6 Wholemeal Pittas,1782.45614035088,2.80701754385965,1.2280701754386,9.47368421052632,1.49122807017544,6.66666666666667,45.7894736842105,c
Protein soy,154.6,0.4,1.8,3.2,0.09,0.8,1.6,b
Smoothie fresa,197.0,9.4,0.1,0.6,0.01,0.8,10.5,c
Bio Soja ohne Zucker,124.0,0.0,1.6,3.0,0.08,0.0,0.9,b
Vlassic Spreadable Cheese,1020.5,6.5,20.0,9.0,,,7.5,unknown
Whole Grain 15 Grain Bread,1259.3023255814,9.30232558139535,5.81395348837209,11.6279069767442,0.872093023255814,6.97674418604651,46.5116279069767,b
Thin Bagels,1091.0,6.4,1.4,10.0,0.7875,2.4,50.0,c
Tropicana Sanguinello,192.0,10.0,0.0,0.6,0.0,0.8,10.0,c
Coco cajou sans huile de palme,2248.0,0.6,60.0,0.6,0.3,0.0,1.0,d
Nature,161.9,0.0,2.4,4.3,0.1,,0.0,a
Tofu Ail Des Ours,864.5,0.8,14.0,18.0,0.97,2.3,1.3,a
La prairie mdora,2656.0,0.7,70.0,,,,1.0,unknown
Spaghetti n°15 (Le Integrali),1512.5,3.3,2.5,15.0,0.0725,7.5,65.0,a
Houmous Garlic + Red Pepper,1402.0,3.0,31.0,6.0,1.3,,9.0,c
Краве кисело мляко 4%,289.0,4.4,4.0,3.8,0.0975,,4.4,b
Flocons D'Avoine,1776.25,0.0,6.25,12.5,0.0,12.5,72.5,a
Chopped Tomatoes in a Rich Tomato Juice,98.7,3.6,0.2,1.3,0.1,1.0,3.6,a
Peanut Butter,2610.6,5.9,52.0,26.0,0.12,7.2,11.0,a
Pistaches,2661.4,6.2,54.0,21.0,0.0,4.3,16.0,b
Activia Céréales Saveur Noix Céréales,419.0,11.1,3.4,3.9,0.13,2.04,12.4,c
Greek style yoghurt low-fat,245.0,4.0,0.2,10.0,0.1,0.0,4.0,a
Avena cremosa,184.3,2.6,1.4,0.4,0.1,1.9,6.5,c
Greek style natural yogurt,254.3,6.6,0.4,6.2,0.1375,0.4,7.7,a
Tofu basil,668.0,0.5,1.0,13.0,0.9825,13.0,18.0,a
Emmental râpé Bio,1558.0,0.5,29.0,28.0,0.7,,0.5,c
Thon blanc germon à l'huile d'olive Label Rouge,866.0,0.0,11.0,27.0,1.0,0.0,0.0,b
Mousse au fromage frais,578.9,11.8,6.9,6.3,0.08,0.5,12.5,c
Honey Nut Cheerios,1740.21621621622,12.0,5.40540540540541,8.10810810810811,0.525,3.0,81.0810810810811,c
Light & Free,201.0,4.5,0.1,7.3,0.11,0.0,4.5,a
Sardines fabrication françaises,991.5,0.5,16.0,23.0,0.7,,0.5,b
"Almond, Apple & Raisin Granola",1938.73333333333,18.0,14.0,10.6666666666667,0.04,8.3,69.0,c
Cappu pulpy,,0.0,,,,,,unknown
Lightly Salted Potato Chips,2067.4,0.1,25.4,7.7,0.64,4.1,56.7,c
Tofu gourmet teriyaki,624.5,2.3,7.7,13.0,0.9,4.2,5.0,a
Appy fizz,216.0,12.9,0.0,0.0,0.0,0.0,12.95,e
Gran bauletto integrale e noci,1185.19553072626,7.0,10.0,12.0,1.0,8.39944134078212,32.0,a
Belugalinse Balsamico,618.0,6.5,8.1,4.2,1.2,3.2,13.0,a
Chickpeas in Water,620.0,0.7,3.0,8.4,0.0,7.1,18.3,a
Frosties,1594.0,37.0,0.6,4.5,0.83,2.0,87.0,d
Original Nuts & Seeds imp,1969.0,7.2,22.6,12.5,0.03,7.3,50.7,c
dried bananas,2090.0,15.3,27.1,2.1,0.01,3.9,60.0,d
Magnum CAW 8x 100ml,985.0,21.0,14.0,3.2,0.13,0.0,23.0,d
dried mango,1401.0,66.3,1.2,2.5,0.41,2.4,76.2,d
Pindakaas 100% Naturel,2577.8,5.5,50.0,28.0,0.0,8.1,11.0,a
"Flocons d’avoine, origine France, sans gluten",1629.0,1.3,8.6,11.0,0.01,6.6,63.0,a
Cruesli Zero Sugar Added Nuts,1713.0,3.5,19.0,9.1,0.09,20.0,47.0,a
Trésor brownie,1830.7,25.0,15.0,7.5,0.4,5.4,65.0,d
Yaos Le Yaourt à la Grecque sur lit de myrtilles,518.1,13.0,6.5,2.5,0.13,0.7,13.5,c
COCO & ALMOND,95.7,2.5,1.3,0.3,0.1175,,2.5,c
Poulet pané sauce caesar,821.875,3.4375,9.375,7.8125,0.6875,2.8125,19.0625,c
planta,2222.0,0.5,59.0,0.5,0.295,,0.5,c
Ezekiel 4:9 Sesame Sprouted Grain Bread,1125.0,0.0,1.47058823529412,14.7058823529412,0.514705882352941,8.82352941176471,44.1176470588235,a
Epinards hachés à la crème,194.7,0.7,2.6,2.0,0.53,1.9,2.9,b
Activia 0% natural,167.8,5.0,0.4,4.0,0.15,,5.0,a
Nouilles de riz 250g,1471.0,0.5,1.1,6.7,0.03,1.4,77.0,b
FAT FREE GREEK STYLE NATURAL YOGURT,262.4,7.7,0.2,5.9,0.1875,0.0,9.1,a
Lait de Coco Cuisine,700.9,1.6,17.0,1.3,0.08,0.7,2.6,e
Dinkel Crunchy,1840.0,14.0,18.0,9.5,0.2,6.0,57.0,c
Petits pains grilles,1777.0,8.0,11.0,9.8,1.0,3.8,69.0,c
Noix de cajou grillées et salées,2553.0,6.6,48.0,20.0,0.8,5.8,23.0,c
Wild Pacific Sardines,838.823529411765,,12.9411764705882,21.1764705882353,0.764705882352941,,0.0,b
100% Nuts Smooth Peanut Butter,2613.0,5.4,50.5,27.3,0.03,6.6,13.4,a
"Maple Syrup, Pecan & Penuts Protein Bar",2352.9,13.0,37.5,18.2,0.24375,5.5,36.0,not-applicable
Granola chocolat noisette,1875.0,11.0,16.0,9.3,0.02,6.7,63.0,b
Ferrero Rocher classic,1621.0,26.2,27.8,5.0,0.177,0.0,28.9,e
pistachio mix,2521.0,6.2,48.6,21.3,0.8,7.7,16.8,b
Pain céréales et graines,1133.4,6.4,4.3,9.1,0.9725,4.7,46.0,c
Dessert lacté au chocolat,353.0,11.6,1.5,3.9,0.23,0.7,13.3,e
Natural coconut yog,500.4,1.6,10.0,1.2,0.05,1.0,6.0,c
Wholemeal & Farmshouse loaf,1068.6,2.6,5.6,11.0,11.8,7.8,36.0,d
Schoko Reiswaffeln Zartbitter,2040.2,28.0,23.0,6.6,0.01,5.0,61.0,e
Manteiga 100% Amendoim,2564.4,5.8,50.1,27.0,0.04,8.3,10.9,a
Brain Ball,1775.0,29.8,24.4,13.4,0.03,17.2,29.8,c
Soja Natur Ohne Zucker,203.0,0.0,2.9,4.4,0.1,0.5,1.0,a
Riz basmati,1520.9,0.5,1.1,8.6,,1.0,78.0,unknown
pur beurre de cacahuètes,2591.0,5.1,50.0,29.0,0.0,5.5,12.0,b
Corn Flakes,1663.8,0.8,0.7,7.4,0.03,1.8,88.1,b
Soya With calcium,146.2,0.5,1.8,3.5,0.06,0.6,0.9,b
3 céréales complètes,150.0,4.0,0.5,0.5,0.24,0.9,8.1,c
Brown Rice Cakes Lightly Salted,1653.125,0.0,3.125,0.0,0.390625,6.25,87.5,b
Pacanes en moitiés,2943.33333333333,3.33333333333333,66.6666666666667,10.0,0.0,10.0,13.3333333333333,a
simple ingredient skyr vanilla,459.0,9.0,0.0,16.0,0.1375,0.0,11.0,a
Солени Бретцели,1724.4,1.2,7.2,12.2,4.43,4.6,71.4,e
Muesli Berries & Cherries,1422.6,38.3,1.8,5.8,0.03,6.3,71.0,d
Activia bifidus fruits 0% panache 125 g x 12,231.0,8.4,0.1,4.6,0.21,,8.7,b
Petit Croquants,138.0,4.8,0.5,1.5,1.5,,5.0,c
Colin d'Alaska et petites St Jacques Pommes de terre en persillade,524.0,0.9,5.7,5.7,0.74,1.5,12.0,b
Muesli crisp 3 chocolats,1935.0,18.2,16.3,9.0,0.29,9.5,62.7,c
Cotterley bio infusion de jour / digestion,3.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
"Pâte Spaghetti bio, paquet de 500g",1517.0,3.3,1.3,11.0,0.0,3.0,74.0,a
Marrons entiers à sec - Bocal 420g,645.0,8.0,1.4,2.0,0.01,4.0,31.0,b
"Fromage blanc frais nature, 0%MG, 6x60g",218.0,3.3,0.0,9.5,0.1,0.0,3.3,a
Amandes grillées paquet de 100g,2631.0,3.8,54.0,23.0,0.01,12.0,8.6,a
"Tarte épinard, crème fraiche, pignon de pin, parmesan",1038.0,2.5,17.0,6.6,0.91,1.8,18.0,d
Yaourt saveur coco,386.4,11.0,3.0,3.2,0.08,0.0,13.0,c
Pistaches grillées à sec - Sel de Guérande,2607.0,6.1,53.0,20.0,0.88,6.3,16.0,c
Yaourt à la Grecque Nature,451.4,3.0,8.8,2.8,0.075,0.0,4.6,c
Thon listao en morceaux au naturel 185g 130g (1/4),424.0,0.0,0.9,23.0,0.87,0.0,0.0,a
Tartines craquantes sans gluten,1613.0,2.4,1.2,7.8,0.91,1.0,84.0,c
Galettes provençale,844.9,3.3,6.2,4.9,1.1,4.9,29.0,c
Coleslaw Chou blanc et carottes,456.0,5.3,8.5,0.9,0.81,2.4,6.3,c
CROQUE-MONSIEUR NATURE Fromage Fondu,1074.0,5.5,16.0,19.0,2.8,,8.3,e
Ratatouille cuisinée portion surgelée,263.0,3.4,4.6,1.0,0.5,2.0,3.5,a
Gewürze - Vegeta - Würzmischung mit Gemüse,662.0,22.0,0.5,8.5,56.9,5.0,27.0,not-applicable
Original Salted Peanuts,2545.0,5.1,51.0,30.0,1.2,8.5,5.6,c
Authentic Tofu,515.9,0.7,7.1,13.0,0.03,1.9,1.0,a
APPLE + ELDERFLOWER,31.0,1.3,0.5,0.5,0.01,0.5,1.4,c
0% fat Greek style yogurt,257.7,6.6,0.4,6.4,0.1275,0.4,7.7,a
Leader Chips salée,2397.9,0.2,37.7,6.6,1.8,,52.4,e
Cherry tomatoes,95.2,3.4,0.0,1.2,0.01,,4.4,a
Sesame breadsticks,1765.7,2.2,7.3,12.0,1.9,4.2,74.0,d
Garbanzos,401.0,0.0,1.9,5.4,0.53,5.4,12.0,a
Quaker Oats Tin,1575.0,1.0,8.0,11.0,,9.0,60.0,unknown
Knorr Soupe Liquide Bio Mouliné de Potiron Carottes 1L,108.0,1.8,0.8,0.5,0.6,0.7,3.9,b
Mogu Mogu Coconut Flavored Drink,58.4375,10.6,0.0,0.0,0.05475,0.311875,11.2,e
Sauce piment sriracha,302.2,10.0,0.7,0.5,3.2,1.6,15.0,not-applicable
Muesli Cereal No Sugar Added,1736.84210526316,8.42105263157895,5.26315789473684,11.5789473684211,0.0126315789473684,11.5789473684211,73.6842105263158,a
CARAMELISED ALMONDS & PECANS,1891.0,5.8,25.0,12.0,0.000275,7.6,43.0,a
Pasta de Maní Natural,2425.0,7.5,49.0,26.0,0.0,9.2,10.0,a
Light Coconut Milk,261.7,1.0,6.2,0.5,0.1575,,1.4,e
kombucha,7.0,0.0,0.5,0.5,0.0,0.5,1.6,b
Organic Chocolate Stars,1700.7,24.0,4.5,6.6,0.29,3.5,82.0,d
Haricots rouges bio,446.0,0.5,0.8,8.4,0.9,6.6,13.0,c
fat free NATURAL COTTAGE CHEESE,251.9,3.8,0.1,10.8,0.305,,3.8,unknown
Actimel saveur fraise 100 g x 6,323.0,11.9,1.5,2.8,0.1,0.0,12.0,e
Tortilla Wraps Seeded,1200.0,3.2258064516129,4.83870967741935,8.54838709677419,0.951612903225806,6.29032258064516,48.5483870967742,c
Red Onion & Rosemary Sausages,476.222222222222,1.66666666666667,2.88888888888889,15.5555555555556,1.9,5.55555555555556,3.55555555555556,b
Chocolat Noir Intense,2237.3,25.0,40.0,8.9,,12.0,30.0,unknown
Toasts fin sésame,1590.0,2.9,5.8,12.0,1.1,4.0,67.0,c
Greek Style Natural Yogurt,502.0,3.4,10.0,3.1,0.09,0.0,4.3,c
Spaghetti nature integral,1417.0,3.3,2.6,14.0,0.02,13.0,60.0,a
Picos Saladitos,1928.3,1.2,18.3,9.7,2.28,,63.9,d
Pur jus de 3 fruits,173.4,9.4,0.0,0.3,0.01,,9.9,c
Natur'&bon amandes noix de cajou pistaches,2546.0,5.1,50.0,25.0,0.0,8.4,12.0,c
Maxi burger,1129.5,5.5,4.5,10.0,1.0825,3.5,45.0,c
Vanille Hafer Oat,284.5,5.9,2.6,1.1,0.11,0.8,9.6,e
Carottes râpées,353.5,5.7,5.6,1.3,0.64,3.2,5.8,a
Baked beans in tomato sauce,386.5,4.4,1.1,4.6,0.53,3.7,14.0,a
Tchico flakes,1641.0,30.0,4.5,8.5,0.38,6.9,78.0,unknown
Pepsi Brand Mirinda orange flv 2ltr,230.0,13.8,0.0,0.0,0.015,0.0,13.8,e
Fanta,234.0,13.7,0.0,0.0,,0.0,14.0,unknown
Tiger bloomer,1242.28070175439,3.85964912280702,7.01754385964912,8.07017543859649,0.864912280701754,3.15789473684211,48.2456140350877,c
Granola lin et tournesol,1828.0,11.0,19.0,11.0,0.01,9.6,48.0,b
Peanut Butter,2542.0,4.9,49.9,24.2,0.02,8.4,12.9,a
"Céréales mini cookies, paquet 375g",1609.0,22.0,1.7,8.4,0.27,5.4,80.0,c
Fusilli,1522.3,3.0,1.9,12.0,0.03,3.0,72.0,a
Ravioli Légumes grillés et pignons de pin,974.7,5.0,9.2,7.9,1.4,3.0,28.0,d
BAKE AT HOME 2 BAGUETTES,1249.6,3.7,1.3,8.9,1.0925,4.2,59.8,c
Thé vert myrtille et mûre x 20 sachets,17.0,0.0,0.5,0.5,0.01,0.0,0.5,unknown
Banzaï Noodle saveur curry,343.0,0.7,3.3,1.9,1.3,1.0,10.6,unknown
Malted Wheats,1530.0,10.0,1.3,11.0,0.28,11.0,71.0,a
Legumes pour coucous bio,151.0,2.0,0.9,1.6,0.75,2.6,4.1,c
Sunflower Seeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Granola protein peanut butter,2210.0,31.0,28.0,20.0,,15.0,42.0,unknown
Lay's barbecue,2104.0,2.8,27.0,6.5,0.65,5.3,55.0,c
Walnusskerne,3012.1,2.7,71.2,15.8,0.0,4.5,4.3,a
Lait de coco,601.2,0.9,14.0,1.2,0.05,1.9,2.8,c
Pétales de sarrasin,1554.0,1.0,2.9,14.0,1.0,6.2,69.0,a
Nouilles,1206.8,2.3,11.6,7.0,4.1,3.7,37.0,unknown
PEANUT Butter,2523.0,9.0,49.0,24.0,0.59,8.0,14.0,c
CREME VANILLE M.NOVA 2X150G,579.9,14.0,6.6,2.7,0.1,0.1,17.0,c
Vegetarian 1/4lb Burgers,1053.0,0.6,15.0,21.0,1.3,7.3,5.3,a
mushroom & mascarpone tortelloni,1317.6,1.6,11.2,9.6,0.8,2.4,42.4,c
Frutos del Bosque,208.0,5.6,0.2,6.0,0.1775,,5.8,c
OraSì Avena,160.0,4.7,1.1,0.0,0.12,0.0,7.0,c
Kefir natural,274.0,3.9,2.9,5.5,0.13,0.0,3.9,c
Tartines Craquantes Au Riz Noir Bio sans gluten,1576.0,0.8,2.6,9.6,0.6,5.6,75.0,a
yago,313.55,11.81,1.78,1.8,0.06,,12.77,e
3 noix,2607.0,4.4,52.0,23.0,0.01,8.5,12.0,a
huile d'olive,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,b
Torsades 100% Lentilles Corail,1469.0,3.0,1.7,25.0,,5.8,55.0,unknown
Jus d'orange pêche abricot bio,180.0,9.3,0.0,0.0,0.0,0.0,10.0,d
Müesli Chocolat,1570.7,10.0,8.2,9.9,0.03,12.0,59.0,a
Paq. Boisson Cranberry PET 1L,154.0,8.7,0.0,0.0,0.0,0.0,8.7,e
Plain Tortilla Wraps,1334.21052631579,1.92982456140351,4.3859649122807,8.94736842105263,0.828947368421053,3.33333333333333,58.4210526315789,c
PROTEIN yogurt product,314.0,4.5,0.6,10.0,0.21,0.0,6.5,a
Almondmilk,56.0416666666667,0.0,1.04166666666667,0.416666666666667,0.177083333333333,0.416666666666667,0.416666666666667,b
Himbeere Apfel,229.8,4.6,2.0,3.6,0.11,1.2,5.0,a
Gran cucina,776.8,4.5,16.4,3.0,0.08,,7.0,d
Lightly Seeded Loaf,1082.72727272727,2.72727272727273,3.63636363636364,9.31818181818182,0.960227272727273,4.54545454545455,44.3181818181818,b
Tofu mariné à la japonaise,569.3,1.6,7.6,13.0,1.1,3.5,2.3,b
Pom potes,240.6,11.0,0.5,0.5,,1.2,12.0,unknown
Fruit and nut bar,2017.0,36.0,25.4,6.1,0.035,8.0,53.5,e
Tartines lin,1524.0,3.8,2.0,9.6,1.15,6.0,74.0,c
COTTAGE CHEESE,416.0,1.04,6.0,9.8,0.8,,1.6,c
Edam,1296.0,,24.0,24.0,1.97,,0.0,unknown
Kefir Natural,274.3,3.9,3.6,4.4,0.325,,3.9,c
Yippee Noodles,1908.0,3.2,19.2,9.2,2.986,,64.0,unknown
Weetabix Chocolate,1569.0,20.0,2.0,9.2,0.28,7.9,75.0,b
No Added Sugar Granola,1810.5,8.8,14.0,9.2,0.02,7.5,63.3,a
Classic Hummus,1190.0,0.0,20.0,6.66666666666667,0.0,6.66666666666667,16.6666666666667,a
All-Bran Buds,1946.66666666667,26.6666666666667,3.33333333333333,10.0,5.08333333333333,36.6666666666667,80.0,e
Raspberries,303.252032520325,4.0650406504065,0.813008130081301,0.813008130081301,0.00203252032520325,6.50406504065041,12.1951219512195,a
Burrata,1072.0,1.8,23.3,10.3,0.41,0.0,2.0,d
Erdnüsse im Teigmantel mit BBQ-Geschmack,2326.0,7.7,34.8,14.8,1.83,4.8,44.0,d
Raisins secs,1375.8,59.0,0.5,3.1,0.03,3.7,75.0,d
Tofu soyeux,226.0,0.9,2.9,5.2,0.03,0.8,1.4,a
President petit brie 500g,1419.0,0.5,31.0,16.0,1.3,0.0,0.5,d
Hachis parmentier,540.0,2.3,7.1,5.8,0.62,1.3,9.9,c
Quinoa étui de 400g,1510.0,2.5,6.1,14.0,0.01,7.0,58.0,a
Soya Cuisine,566.0,1.1,13.0,3.2,0.05,,1.8,b
La délicieuse panée tomate basilic vegan,1007.7,2.9,9.5,16.0,1.0,3.4,21.0,a
Purées 4 Fruits Secs,2602.9,6.1,52.5,24.0,0.0,6.9,11.6,c
2 Clafoutis aux tomates et aux fromages de chèvre et de brebis,743.7,2.8,12.0,5.7,0.67,4.1,10.0,d
Glace à l'italienne - citron façon Limoncello,575.0,25.0,2.7,0.8,0.08,1.1,27.0,c
Myrtille bio,809.0,44.0,0.5,0.5,0.03,,46.0,d
Rhubarbe cuite au chaudron,758.0,43.0,0.5,0.5,0.1,,43.0,d
Purée Amande Blanche,2754.3,4.7,58.5,25.8,0.05,7.0,5.6,a
Huile de Colza,3404.0,0.0,92.0,0.0,0.0,0.0,0.0,b
NOISETTES,743.0,0.0,6.8,1.9,0.65,3.0,26.0,c
Pommes Dauphine,1116.0,2.3,15.0,3.9,1.2,2.8,28.0,c
Brassé Fraise mixée au lait entier,368.0,11.0,3.0,3.6,0.12,0.0,12.0,c
Nature of nuts,2007.0,32.0,27.0,16.0,0.17,7.5,40.0,c
Emmental bio 31% Mat. Gr. portion,1632.0,0.5,31.0,27.0,0.6,0.5,1.5,c
Pain sans gluten,899.2,3.0,4.4,3.7,0.875,7.9,35.9,a
Pizza-Pizza Bratfilets,787.0,1.1,13.0,16.0,1.6,,2.0,c
Sticks Cretois,886.0,3.5,10.0,5.7,1.5,2.7,23.0,c
King Chicken & Mushroom Pot Noodle,564.25974025974,1.06493506493506,5.45454545454545,3.11688311688312,0.587662337662338,0.597402597402597,17.9220779220779,unknown
Crunchy Peanut Butter,2659.4,3.8,54.3,27.7,1.0825,6.7,7.4,c
Greek Style Natural Yogurt,498.0,3.4,10.0,4.13,0.15,0.5,6.5,c
Actimel Strawberry,305.0,11.0,1.4,2.8,0.1,1.0,11.0,e
Coconut Organic,223.0,4.2,1.2,0.1,0.1,0.7,10.4,d
Cooking Light Soya,258.175,0.7,4.7,2.0,0.15,0.6,2.675,a
Queijo de Pastagem Light,936.6,0.3,13.0,26.5,1.3,,0.3,c
Marrakech nec orange 1l,209.0,12.0,0.0,0.3,0.002,,12.0,e
Rouiba cocktail petit,187.0,10.9,0.0,0.0,0.0,,11.0,e
Hafermilch Kakao,273.0,6.8,1.5,1.3,0.16,1.1,11.0,e
CHIAFRÖ & HAVSSALT,1619.7,2.2,3.2,8.5,1.0,8.1,76.0,b
Passata,147.0,4.4,0.1,1.2,0.35,1.1,6.3,a
Valfrutta,114.1,3.7,0.2,1.2,0.013,0.8,4.7,a
Rummo Penne Rigate Glutenfri 400g,1427.0,0.3,2.0,6.0,0.0025,3.1,73.2,b
