energy_100g,sugars_100g,fat_100g,proteins_100g,salt_100g,fiber_100g,carbohydrates_100g,label
1460.0,3.3,1.8,13.0,0.03,5.2,67.0,Healthy
545.0,0.2,2.1,2.8,0.03,3.0,23.3,Healthy
356.0,3.9,0.4,4.4,1.05,4.6,13.9,Healthy
1130.82352941176,4.47058823529412,3.41176470588235,9.41176470588235,0.518529411764706,2.82352941176471,48.3529411764706,Moderate
1784.0,29.0,17.4,5.6,0.29,4.9,59.3,Unhealthy
660.0,0.8,6.5,2.0,0.4,3.5,21.0,Healthy
685.0,0.5,7.3,6.7,0.59,1.5,17.0,Moderate
380.0,4.7,0.5,5.3,0.47,6.8,12.8,Healthy
2742.8,6.4,58.0,21.0,0.55,6.6,11.0,Healthy
1465.0,1.5,4.0,10.1,0.63,17.8,63.4,Healthy
2173.0,3.4,30.0,6.6,0.59,4.1,54.0,Moderate
1367.0,2.7,18.0,11.0,0.97,6.9,27.0,Unhealthy
1913.0,12.0,19.0,8.5,0.01,10.0,57.0,Healthy
385.0,19.0,0.4,0.7,0.0,2.8,19.0,Healthy
1801.28205128205,5.12820512820513,6.41025641025641,12.8205128205128,1.21794871794872,10.2564102564103,74.3589743589744,Moderate
332.0,2.6,3.2,1.4,0.49,1.2,11.0,Moderate
275.0,3.3,2.8,6.2,0.08,0.0,3.9,Healthy
1756.2,1.6,8.3,13.5,1.8,3.7,70.0,Unhealthy
94.5,2.3,1.2,0.5,0.09875,0.1,2.4,Moderate
244.0,6.3,2.0,1.5,0.89,1.3,7.9,Healthy
616.0,0.5,6.0,8.7,1.5,3.3,12.0,Unhealthy
83.0,5.1,0.0,0.1,0.0525,0.0,5.1,Moderate
1486.0,0.5,2.4,7.4,0.02,1.8,75.0,Healthy
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
1213.4,7.9,5.4,9.6,1.145,4.3,48.0,Moderate
1316.07142857143,7.14285714285714,5.35714285714286,14.2857142857143,1.07142857142857,10.7142857142857,46.4285714285714,Healthy
3700.0,0.0,100.0,0.0,0.0,0.0,0.0,Healthy
1194.0,0.5,25.0,15.0,2.3,0.0,1.7,Unhealthy
1708.2,14.0,8.6,11.0,0.258333333333333,8.0,67.0,Healthy
300.0,0.0,1.4,2.3,0.0,0.0,13.7,Healthy
1096.8,2.2,20.0,16.0,1.34,2.1,4.0,Moderate
2055.8,17.0,24.0,6.0,0.32,3.6,61.0,Unhealthy
1512.5,11.0,2.5,12.0,0.28,16.0,64.0,Healthy
1998.0,0.0,54.0,0.0,0.45,0.0,0.0,Unhealthy
818.0,0.0,12.0,22.0,0.85,0.0,0.0,Healthy
3378.1,0.0,91.3,0.0,0.0,0.0,0.0,Healthy
1459.6,20.0,5.3,9.1,0.06,9.4,60.8,Healthy
165.416666666667,3.75,0.833333333333333,4.16666666666667,0.130208333333333,0.0,3.75,Healthy
58.0,0.7,0.5,0.6,2.3,0.5,2.0,Moderate
610.0,0.5,5.0,25.0,1.3,2.0,0.5,Moderate
1899.0,24.0,17.0,9.1,0.28,7.6,62.0,Unhealthy
205.0,0.8,3.0,2.0,0.48,1.9,2.8,Healthy
2116.0,4.1,26.0,4.4,1.2,4.2,62.0,Unhealthy
1139.0,1.5,6.2,7.1,1.0,9.3,42.0,Moderate
157.0,1.8,1.8,3.2,0.05,0.7,1.8,Healthy
1483.2,0.5,2.8,7.6,0.01,3.3,72.0,Healthy
427.0,22.8,0.1,1.2,1.77,0.0,23.2,Unhealthy
1517.89473684211,4.47368421052632,2.10526315789474,12.1052631578947,0.256578947368421,10.0,67.8947368421053,Healthy
1822.0,18.3,16.3,24.9,0.48,5.9,44.1,Unhealthy
381.0,1.0,4.0,13.0,0.7,0.0,1.0,Healthy
390.0,7.6,4.0,0.5,0.08,0.0,13.7,Moderate
1715.23809523809,0.952380952380952,5.71428571428571,8.57142857142857,1.33333333333333,3.80952380952381,78.0952380952381,Moderate
1460.0,3.7,2.4,13.5,0.01,10.0,62.0,Healthy
1638.4,12.0,2.4,10.0,0.1,6.7,78.0,Healthy
472.3,2.1,4.0,5.9,0.77,2.5,12.0,Moderate
2047.0,22.0,23.0,7.1,0.04,6.3,61.0,Unhealthy
1673.0,0.6,2.9,8.9,0.2175,2.6,82.0,Healthy
1779.0,28.0,13.0,8.4,0.63,6.4,65.0,Unhealthy
499.0,2.1,2.4,7.2,0.79,5.2,14.5,Healthy
2885.0,2.8,55.6,31.9,0.02,14.4,10.1,Healthy
503.7,24.0,0.5,0.5,0.05,0.3,27.9,Moderate
113.0,1.1,0.1,2.4,0.83,2.4,2.9,Healthy
1536.0,11.0,9.0,9.5,0.85,2.3,52.0,Unhealthy
709.0,0.0,10.0,19.0,1.5,0.0,1.1,Unhealthy
2177.0,2.4,31.0,6.3,1.3,4.8,52.0,Unhealthy
780.4,6.0,15.9,2.2,2.0,3.4,7.5,Moderate
419.0,1.3,11.0,0.5,0.05,0.0,2.2,Unhealthy
1582.0,1.79,3.57,11.02,0.336,7.13,70.9,Healthy
344.0,6.6,3.2,5.7,0.13,0.0,6.6,Healthy
1801.0,5.12821,6.41,12.82,1.21795,10.25641,74.35,Moderate
217.0,12.7,0.0,0.0,0.024,0.0,13.1,Unhealthy
380.0,12.5,2.3,3.3,0.13,0.0,13.1,Moderate
1597.0,48.0,12.0,6.7,0.02,8.7,57.0,Unhealthy
411.5,0.6,7.4,0.4,0.1,0.0,7.7,Healthy
1865.0,14.2,14.1,29.1,0.225,4.5,47.8,Unhealthy
424.6,4.2,7.6,4.0,0.0975,0.5,4.2,Moderate
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
995.0,1.3,19.0,14.0,1.2,0.0,3.2,Moderate
1828.5,0.6,28.0,6.5,1.0,4.5,38.0,Moderate
1400.0,18.0,3.5,14.0,0.95,27.0,48.0,Moderate
1980.0,0.0,49.5,0.0,0.0,0.0,0.1,Healthy
1868.28571428571,34.2857142857143,22.8571428571429,12.8571428571429,0.564285714285714,9.42857142857143,42.8571428571429,Unhealthy
1570.0,1.1,8.0,11.0,0.01,9.0,60.0,Healthy
225.0,12.0,0.0,0.0,0.05,0.5,13.0,Unhealthy
1757.0,16.0,12.0,14.0,0.05,9.0,59.0,Healthy
301.0,9.2,1.1,2.3,0.0,0.0,13.3,Unhealthy
470.0,13.5,3.3,1.5,0.16,2.2,17.9,Moderate
710.0,38.0,0.5,0.5,0.03,1.3,40.0,Unhealthy
1310.0,1.9,6.5,9.9,0.95,2.3,52.0,Moderate
121.9,1.5,0.9,0.8,0.6,1.3,3.8,Healthy
2070.0,0.3,27.4,6.8,0.9,3.4,53.7,Unhealthy
242.000000000005,2.9411764705882,0.0,10.588235294118,0.095588235294118,1.5,2.9411764705882,Healthy
1529.0,4.5,4.8,11.0,0.06,9.6,65.0,Healthy
1594.3,22.4,2.7,9.6,0.29,8.3,74.4,Moderate
268.0,3.8,3.5,3.4,0.1,0.5,4.2,Healthy
558.0,0.8,7.9,13.0,0.65,3.3,1.1,Healthy
1529.0,13.3,4.2,10.5,0.03,8.5,66.3,Healthy
2126.8,2.8,29.6,6.8,0.0029,4.0,52.0,Moderate
1819.0,24.9,15.5,5.0,0.85,4.6,65.8,Unhealthy
1804.0,2.6,11.0,13.0,2.3,3.3,68.0,Unhealthy
392.5,0.0,0.5,22.0,1.0,0.0,0.0,Healthy
1737.2,23.2,12.8,6.6,0.19,5.8,65.0,Unhealthy
2070.0,26.0,18.09,8.57,0.835,6.4,71.42,Unhealthy
1315.19607843137,2.28758169934641,6.86274509803922,8.00653594771242,0.73937908496732,2.45098039215686,53.2679738562091,Moderate
1624.4,0.8,8.5,10.5,7.5e-05,6.7,63.4,Healthy
2523.0,6.7,48.0,27.0,0.04,7.6,12.0,Healthy
815.3,0.5,13.0,17.0,0.6975,2.9,1.3,Healthy
296.176470588235,2.94117647058824,2.05882352941176,10.0,0.0808823529411765,0.0,2.94117647058824,Healthy
160.4,2.5,1.7,3.0,0.09,0.5,2.5,Healthy
1962.7,4.1,20.0,9.7,2.35,2.6,61.0,Unhealthy
2850.0,3.9,64.0,18.0,0.01,11.0,5.7,Healthy
2680.0,6.66666666666667,50.0,13.3333333333333,0.208333333333333,23.3333333333333,30.0,Moderate
1147.0,24.2,17.3,4.0,0.16,0.1,25.3,Unhealthy
991.7,1.3,0.9,5.9,0.5,2.5,49.3,Healthy
2721.875,9.375,50.0,25.0,1.09375,9.375,21.875,Moderate
791.0,0.7,7.4,13.0,0.66,0.9,17.0,Healthy
1550.22222222222,14.0,5.33333333333333,10.2222222222222,0.0222222222222222,6.66666666666667,66.2222222222222,Healthy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy
1659.0,22.4,5.2,6.7,0.66,6.0,78.0,Moderate
921.0,2.1,14.0,6.7,0.78,6.3,14.0,Healthy
430.0,1.6,3.2,4.3,0.35,2.2,13.0,Healthy
2755.5,0.0,73.6,1.8,0.829,0.0,0.1,Unhealthy
2043.0,1.8,23.0,15.0,1.3,5.4,52.0,Unhealthy
169.7,8.8,0.0,0.3,0.0133333333333333,0.6,9.4,Moderate
1051.9,3.1,24.5,4.7,0.4925,1.6,3.1,Unhealthy
247.26,4.2,3.2,3.3,0.12,0.0,4.28,Healthy
784.8,3.7,1.2,4.2,0.9825,10.1,34.6,Healthy
1630.0,20.0,1.8,6.6,0.3,4.9,82.0,Moderate
981.0,2.6,8.9,6.7,1.0,5.6,29.0,Healthy
1091.4,2.5,1.2,8.8,1.18,3.8,51.0,Moderate
920.0,0.0,14.0,22.0,0.5,1.2,1.2,Healthy
1792.0,67.8,12.9,2.1,0.03,2.8,73.5,Unhealthy
896.0,47.0,0.4,0.0,0.03999999910593,1.2,50.0,Moderate
159.0,2.4,1.4,0.6,0.65,0.8,5.4,Moderate
3061.8,0.6,82.2,0.6,0.02,0.0,0.6,Unhealthy
431.0,4.2,7.6,4.0,0.25,4.2,4.2,Moderate
1106.8,27.0,13.0,4.2,0.21,1.3,32.0,Unhealthy
161.25,1.57142857142857,0.785714285714286,1.5,0.386607142857143,1.57142857142857,5.53571428571429,Healthy
1551.85185185185,1.11111111111111,7.77777777777778,11.1111111111111,0.0,8.88888888888889,59.2592592592593,Healthy
20.0,7.0,7.2,7.0,11.7,0.0,11.0,Unhealthy
1202.4,6.5,4.5,8.1,1.18,3.9,51.0,Moderate
2696.0,3.5,58.0,23.0,0.02,11.0,4.3,Healthy
861.4,1.9,12.0,14.0,1.0,5.0,8.2,Healthy
974.4,2.5,1.3,10.0,0.47,7.2,41.1,Healthy
206.0,2.6,2.4,0.6,0.1475,0.2,6.2,Moderate
1233.3,2.3,6.0,9.1,1.05,5.5,47.8,Moderate
1668.1,1.5,5.6,9.6,1.05,3.9,74.5,Moderate
2223.97,56.8,29.7,5.41,0.1,2.7,59.5,Unhealthy
3389.2,0.0,91.6,0.0,0.01,0.0,0.0,Healthy
422.9,2.3,4.1,5.2,0.65,1.6,10.0,Moderate
1231.0,0.7,25.1,6.4,0.73,4.0,9.5,Moderate
1480.9,0.3,0.4,0.1,0.07,2.0,85.2,Moderate
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
1700.0,1.0,34.0,26.0,0.8,1.5,1.0,Unhealthy
1161.0,2.0,19.0,8.8,1.2,0.0,13.0,Moderate
1641.0,4.8,8.0,12.0,0.23,8.8,63.0,Healthy
2465.8999837888,5.3,46.0,27.2999992371,1.0,7.3,14.1999998093,Moderate
429.577464788732,0.28169014084507,1.69014084507042,15.4929577464789,0.112676056338028,6.90140845070423,2.53521126760563,Healthy
2007.0,19.0,22.0,8.0,0.85,6.7,59.0,Unhealthy
1638.0,5.0,1.33333333333333,8.0,0.658333333333333,1.66666666666667,84.6666666666667,Moderate
2083.8,39.0,23.0,6.2,0.64,2.8,65.0,Unhealthy
189.0,5.5,0.0,1.9,0.8,2.0,7.8,Healthy
1510.4,3.1,1.6,14.5,0.01,2.9,69.5,Healthy
1508.0,0.5,0.6,9.0,1e-05,0.0,78.0,Healthy
1541.0,20.0,2.0,6.5,0.02,3.9,78.0,Moderate
199.6,3.4,1.5,1.0,0.1,0.8,7.1,Moderate
507.0,3.2,10.0,4.6,0.1,0.0,3.2,Moderate
2746.875,3.125,50.0,21.875,0.0,12.5,25.0,Healthy
781.0,3.3,11.3,13.9,0.96,7.1,4.1,Healthy
860.5,3.7,4.5,8.6,0.9,2.6,31.0,Moderate
579.0,0.7,5.2,6.2,0.71,1.2,16.0,Moderate
229.0,2.8,2.9,0.8,0.12,0.8,5.8,Moderate
366.3,3.6,5.7,2.0,0.4,3.7,5.4,Healthy
678.5,33.6,0.5,0.8,0.01,9.4,33.6,Moderate
2198.07692307692,44.2307692307692,25.0,7.69230769230769,0.625,3.84615384615385,65.3846153846154,Unhealthy
396.2,4.9,0.71,4.81,0.51,7.12,13.6,Healthy
623.0,2.5,2.4,2.8,0.61,1.3,28.0,Moderate
1266.3,5.6,7.9,8.8,1.2,5.3,46.0,Moderate
943.4,2.4,9.4,11.0,1.1,2.2,23.0,Moderate
154.0,3.1,0.6,0.6,0.08,0.6,7.2,Moderate
1610.1,14.0,3.1,21.0,0.26,6.3,64.0,Healthy
1018.0,59.0,0.1,0.2,0.0,1.0,59.0,Unhealthy
963.0,0.5,14.3,22.2,0.67,6.0,0.5,Healthy
2127.0,33.0,25.0,7.2,0.46,3.1,61.0,Unhealthy
1622.2,0.1,3.7,8.3,0.625,6.1,76.2,Healthy
361.0,8.3,2.9,0.4,0.23,0.0,14.5,Moderate
1017.3,2.9,2.0,9.1,0.95,2.1,45.4,Moderate
213.6,10.0,0.0,0.0,0.0,1.2,12.0,Unhealthy
145.0,2.3,1.7,1.1,0.4,0.8,3.3,Healthy
1748.0,25.3,9.3,6.8,0.67,5.4,73.2,Unhealthy
86.0,0.3,0.1,2.8,1.0,2.4,1.5,Healthy
2560.2,5.1,51.0,30.0,1.18,8.5,5.6,Moderate
1698.1,2.5,4.5,11.0,1.57,8.7,75.0,Moderate
1088.4,8.4,3.5,7.9,1.3,3.2,47.0,Moderate
80.1,0.2,0.1,1.2,0.72,0.2,3.2,Moderate
237.9,2.9,2.3,2.7,0.56,3.8,4.5,Healthy
349.0,4.1,0.4,4.4,0.53,3.7,13.5,Healthy
733.0,1.5,18.0,1.9,0.03,1.2,1.5,Unhealthy
255.0,3.4,3.0,1.1,0.00025,0.8,7.1,Unhealthy
1246.0,4.2,9.6,12.0,0.98,7.2,37.0,Healthy
1237.0,4.9,9.6,11.2,0.9,5.8,37.9,Healthy
106.7,0.2,2.2,0.9,0.0975,0.4,0.4,Healthy
2039.4,3.7,26.0,6.6,0.63,5.9,54.0,Moderate
270.0,1.5,1.5,3.5,0.86,2.4,8.0,Healthy
1502.0,1.7,1.7,20.0,0.0,3.1,63.0,Healthy
1494.0,0.2,0.9,7.4,0.01,1.1,78.0,Healthy
250.0,3.52941176470588,0.0,10.0,0.0001625,0.0,4.70588235294118,Healthy
1067.2131147541,3.27868852459016,3.27868852459016,8.19672131147541,1.76803278688525,3.27868852459016,45.9016393442623,Unhealthy
2615.15151515152,9.09090909090909,48.4848484848485,21.2121212121212,1.06060606060606,6.06060606060606,24.2424242424242,Moderate
392.35,17.0,0.25,4.5,0.0975,2.2,17.0,Healthy
316.0,11.6,1.5,2.7,0.1,0.3,11.7,Unhealthy
139.0,1.4,0.9,0.9,0.6,1.1,4.8,Healthy
928.0,1.0,14.0,14.0,0.7975,1.3,9.4,Moderate
1818.9,21.0,13.0,9.7,0.07,8.5,65.0,Moderate
1478.78787878788,3.03030303030303,0.4,4.1,0.674242424242424,13.030303030303,65.7575757575758,Healthy
565.6,0.08,2.64,3.12,0.024,3.04,23.28,Healthy
1884.0,7.2,17.0,10.0,2.7,6.0,61.0,Unhealthy
1622.66666666667,17.666666666667,5.0,9.3333333333333,0.83333325,9.0,71.0,Moderate
440.5,0.4,2.9,19.0,2.001,0.0,0.6,Unhealthy
1025.0,5.5,2.8,11.0,0.73,6.7,40.0,Healthy
2653.33333333333,0.7,51.3333333333333,28.6666666666667,0.0666666666666667,5.33333333333333,12.0,Healthy
2112.0,3.3,28.0,6.4,0.65,5.0,55.0,Moderate
818.0,3.8,1.0,4.9,0.97,10.0,37.0,Healthy
778.0,1.2,5.9,4.2,0.54,4.6,26.6,Healthy
1057.0,4.1,3.7,11.7,0.96,6.4,39.4,Moderate
546.0,0.0,14.0,0.5,2.5,3.0,0.0,Unhealthy
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
1522.3,3.0,1.9,12.0,0.03,3.0,72.0,Healthy
1188.0,3.6,7.0,13.0,0.84,3.5,40.0,Moderate
763.0,8.3,13.3,3.7,4.54,6.6,9.3,Unhealthy
654.9,3.0,1.0,5.5,1.0,1.8,30.0,Moderate
1439.0,24.7,4.0,8.2,0.01,8.4,63.8,Moderate
2127.0,32.0,28.0,6.9,1.2,4.1,55.0,Unhealthy
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
494.0,10.0,3.9,7.3,0.0,0.0,13.5,Healthy
729.0,2.4,0.9,25.9,8.39,8.4,11.1,Unhealthy
1542.66666666667,14.0,2.33333333333333,11.0,0.658333333333333,17.0,66.6666666666667,Healthy
1991.0,0.0,20.93,21.31,0.975,7.52,50.66,Moderate
100.416666666667,4.16666666666667,0.416666666666667,0.0,0.109375,0.0,5.0,Moderate
992.6,3.6,15.0,11.0,1.4,3.7,13.0,Moderate
1131.0,2.8,2.4,10.4,0.62,3.2,49.4,Healthy
2638.0,2.5,52.0,27.0,0.02,8.7,11.0,Healthy
2230.3,58.0,32.0,0.7,0.14,1.8,60.0,Unhealthy
1384.0,28.0,20.0,4.6,0.14,1.1,32.0,Unhealthy
1730.0,2.0,13.0,11.0,0.01,21.6,51.0,Healthy
62.4,0.0,1.32,0.6,0.132,0.12,0.2,Healthy
2531.0,9.0,50.0,25.0,0.8,8.6,11.0,Moderate
871.0,4.0,16.0,7.0,0.2,3.0,8.0,Healthy
1221.4,3.9,27.0,4.1,1.18,2.3,7.9,Unhealthy
82.0,3.0,0.5,1.3,0.05,1.1,3.0,Healthy
320.0,10.2,2.1,3.7,0.06,0.0,10.3,Healthy
694.0,39.1,0.5,0.4,0.0,1.1,39.9,Unhealthy
1581.0,20.0,3.6,9.3,0.4,7.7,72.0,Moderate
1883.2,20.0,16.0,10.0,0.13,8.4,62.0,Moderate
1453.7,0.2,20.0,1.9,1.2,2.3,39.0,Unhealthy
2181.6,2.1,30.0,6.2,0.61,3.9,55.0,Moderate
226.0,6.5,1.1,4.4,0.15,0.0,6.5,Healthy
80.0,2.4,0.0,0.0,0.0,0.0,3.0,Unhealthy
1910.0,20.9,17.4,9.7,0.54,7.6,61.2,Unhealthy
1648.0,29.9,18.8,6.0,0.23,3.5,48.4,Unhealthy
1741.0,22.0,7.1,7.3,0.25,3.9,78.0,Unhealthy
344.0,5.6,5.2,1.2,0.76,2.2,6.7,Healthy
550.0,3.4,9.2,9.0,0.09,0.0,3.9,Moderate
272.0,4.8,3.5,3.4,0.12,0.5,5.0,Healthy
711.7,0.8,10.0,14.0,1.1,5.1,3.7,Healthy
571.0,1.4,5.7,7.7,0.62,0.8,13.0,Moderate
583.3,2.8,6.5,6.6,0.5,1.2,13.0,Moderate
537.0,2.6,2.8,6.8,0.8,1.6,18.0,Moderate
462.0,0.0,1.0,25.0,0.9825,0.0,0.0,Healthy
1504.0,3.5,1.5,12.0,0.0,2.5,72.0,Healthy
1646.42857142857,0.0,3.57142857142857,7.14285714285714,6.46428571428571,7.14285714285714,78.5714285714286,Unhealthy
1028.0,3.0,2.9,9.41,1.1,5.8,42.0,Healthy
2575.3,5.7,48.8,21.3,0.8,4.2,22.0,Moderate
1570.66666666667,14.0,3.33333333333333,10.6666666666667,0.558333333333333,12.3333333333333,68.6666666666667,Healthy
166.5,1.9,0.5,3.6,0.01,3.2,3.6,Healthy
1446.0,26.9,22.5,5.6,0.08,1.5,29.7,Unhealthy
1895.55555555556,11.1111111111111,14.0,9.33333333333333,0.0,10.0,66.6666666666667,Healthy
1468.5,1.7,22.0,9.3,0.99,6.8,26.0,Healthy
1922.1,0.0,19.0,8.7,0.6,6.4,60.0,Healthy
157.0,0.0,3.2,1.5,0.0,0.0,0.8,Healthy
753.0,0.5,6.3,2.7,0.58,4.0,26.0,Healthy
2543.0,3.3,48.5,23.0,0.003,10.1,14.7,Healthy
153.3,4.5,0.1,4.3,0.13,0.0,4.5,Healthy
2064.0,5.0,24.5,3.9,1.3,3.4,61.7,Unhealthy
1465.4,2.1,1.4,12.0,1.5,3.3,69.6,Moderate
690.0,5.8,9.5,3.7,2.5,6.4,13.0,Moderate
1671.0,0.0,30.0,32.0,1.6,0.0,0.0,Unhealthy
378.0,9.2,2.9,0.4,0.075,0.0,15.2,Moderate
1029.742388537,2.10772833723653,2.57611240725995,8.89929742154567,0.966042154566745,2.34192037470726,44.9648711943794,Moderate
530.0,0.0,2.2,7.2,0.025,7.4,23.4,Healthy
1153.76470588235,10.3529411764706,2.11764705882353,9.17647058823529,0.567647058823529,5.17647058823529,51.6470588235294,Moderate
657.9,0.0,1.0,3.3,1.3,2.6,32.0,Moderate
2659.0,3.0,56.3,26.5,0.0,8.9,3.2,Healthy
618.166666666667,0.5,1.41666666666667,7.66666666666667,0.025,6.08333333333333,22.75,Healthy
3389.2,0.0,91.6,0.0,0.0,0.0,0.0,Healthy
1055.0,6.4,1.9,10.7,0.78,6.2,44.9,Healthy
239.5,2.8,2.9,0.8,0.1175,0.8,6.6,Moderate
820.8,0.6,12.0,16.0,0.7375,1.2,5.6,Healthy
801.0,1.5,2.7,5.0,1.1,2.6,35.0,Moderate
1161.0,25.0,14.0,3.7,0.29,0.5,33.0,Unhealthy
201.0,11.0,0.5,0.5,0.01,1.3,11.0,Healthy
675.0,0.5,4.5,2.5,0.4,3.0,26.0,Healthy
2246.0,59.0,30.0,4.6,0.3,0.5,62.0,Unhealthy
552.5,0.3,7.7,14.1,0.0875,2.0,0.7,Healthy
1525.0,3.0,2.0,13.0,0.0,6.0,70.0,Healthy
1681.73076923077,0.0,6.73076923076923,13.4615384615385,0.0,11.5384615384615,65.3846153846154,Healthy
2602.0,4.4,51.0,27.0,0.03,13.0,9.4,Healthy
3700.0,0.5,100.0,0.5,0.01,0.5,0.5,Healthy
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
2470.0,5.9,46.0,30.0,0.01,8.5,12.0,Healthy
1558.0,4.75,2.5,19.0,0.25,10.0,62.5,Healthy
1663.0,5.6,7.2,12.0,1.6,6.7,67.0,Moderate
1426.0,3.0,2.0,11.0,0.025,7.5,65.0,Healthy
248.0,3.4,2.8,1.1,0.1,0.8,7.0,Unhealthy
2198.0,0.4,59.0,0.4,0.2,0.0,0.4,Moderate
1823.0,30.4,14.1,7.8,0.09,6.8,65.7,Unhealthy
1992.0,20.5,20.5,7.7,1.08,5.4,62.3,Unhealthy
205.0,6.0,0.5,4.3,0.18,4.3,6.3,Healthy
603.4,0.6,7.7,9.5,0.72,3.9,7.4,Moderate
314.0,4.3,3.2,7.2,0.09,0.5,4.3,Healthy
513.7,0.5,1.6,26.0,0.88,0.5,0.5,Healthy
2771.3,4.7,58.5,25.8,0.05,7.0,6.6,Healthy
1530.66666666667,4.26666666666667,2.13333333333333,12.0,0.266666666666667,10.1333333333333,69.3333333333333,Healthy
11.5151515151515,4.54545454545455,0.0,0.0,0.0386363636363636,0.0,4.54545454545455,Unhealthy
571.6,3.2,10.7,6.0,0.000275,0.5,4.1,Moderate
1892.0,14.6,17.4,11.9,0.03,6.4,58.5,Healthy
2225.45454545455,23.6363636363636,27.2727272727273,10.9090909090909,0.363636363636364,9.09090909090909,56.3636363636364,Unhealthy
1602.0,6.4,1.1,7.0,0.9825,2.6,84.9,Moderate
1616.0,1.0,7.1,12.2,0.0,10.0,69.9,Healthy
907.3,0.2,8.0,22.0,0.02,6.5,10.9,Healthy
2297.0,1.1,36.0,21.0,0.3,6.7,34.0,Healthy
1717.5,2.5,7.5,12.5,0.1,10.0,67.5,Healthy
602.9,1.9,7.5,2.2,0.54,2.0,16.0,Moderate
2639.39393939394,12.1212121212121,48.4848484848485,21.2121212121212,0.606060606060606,9.09090909090909,24.2424242424242,Moderate
243.0,3.6,0.5,8.8,0.09,0.5,4.4,Healthy
795.0,0.5,19.5,1.9,0.05,3.4,1.9,Healthy
2390.0,3.7,50.0,25.0,1.0,7.4,10.0,Moderate
961.0,37.0,2.0,8.8,0.99,5.2,41.0,Unhealthy
412.6,1.6,1.4,5.0,0.6,2.6,15.0,Healthy
1213.46153846154,7.69230769230769,1.92307692307692,11.5384615384615,1.15384615384615,3.84615384615385,53.8461538461538,Moderate
1860.0,20.0,16.6666666666667,10.0,1.125,6.66666666666667,60.0,Unhealthy
2249.0,0.5,34.0,6.8,0.58,5.3,49.0,Moderate
1626.0,0.0,30.0,29.0,0.5,1.1,0.8,Moderate
347.0,10.7,2.1,3.7,0.11,0.5,11.9,Moderate
814.0,1.4,9.0,13.0,1.2,2.0,16.0,Moderate
1494.2,15.8,3.6,12.0,0.03,11.6,62.6,Healthy
3700.0,0.0,100.0,0.0,0.0,0.0,0.0,Healthy
900.3,1.6,13.0,5.3,0.63,2.9,18.0,Unhealthy
59.0,0.7,0.5,0.7,2.1,2.7,2.2,Moderate
443.0,4.3,7.0,5.8,0.13,0.0,5.0,Moderate
1991.0,0.0,20.93,21.31,0.975,7.52,50.66,Healthy
1539.0,16.0,1.5,8.5,0.02,8.0,75.0,Healthy
2282.0,16.0,40.0,19.0,0.04,6.4,25.0,Unhealthy
623.6,5.1,11.0,7.4,0.20625,0.3,5.2,Moderate
394.1,4.2,5.0,7.8,3.75e-07,0.0,4.5,Healthy
117.0,3.0,1.5,0.4,0.12,0.0,3.2,Moderate
216.0,6.0,1.0,0.3,0.08,0.5,9.0,Unhealthy
2101.76666666667,12.6,26.6666666666667,13.1,0.03,7.0,49.2,Moderate
192.0,0.0,2.2,4.2,0.18,0.6,2.1,Healthy
521.0,9.9,7.5,1.0,0.17,0.5,13.0,Moderate
1503.0,30.0,21.0,3.8,0.28,0.8,38.0,Unhealthy
601.0,2.1,3.4,4.2,0.6,3.7,22.0,Healthy
498.0,0.0,1.5,26.0,1.2,0.0,0.0,Healthy
272.0,1.7,3.6,2.3,1.9,0.5,7.1,Moderate
2455.7,1.4,47.7,34.4,0.08,5.6,3.6,Healthy
395.882352941176,2.94117647058824,5.29411764705882,8.82352941176471,0.0882352941176471,0.0,2.94117647058824,Healthy
184.0,6.7,0.1,2.3,0.0,0.0,7.2,Healthy
529.0,0.8,2.0,6.8,0.7,6.3,17.0,Healthy
1213.0,57.0,0.3,2.0,0.04,8.0,64.0,Unhealthy
1742.0,39.0,14.0,22.0,0.43,3.5,50.0,Unhealthy
1124.0,2.1,15.0,12.0,1.3,5.3,19.0,Healthy
2609.0,4.6,53.0,26.0,0.01,9.9,8.8,Healthy
320.0,6.4,2.0,0.8,0.38,2.0,13.0,Moderate
1884.0,23.0,15.0,8.4,0.1,5.9,67.0,Unhealthy
1919.0,26.0,13.0,6.6,0.62,6.3,75.0,Unhealthy
1614.0,19.0,2.0,7.1,0.3,5.3,81.0,Moderate
1446.0,8.7,9.8,9.5,0.89,2.6,53.0,Unhealthy
1565.0,1.0,8.0,11.0,0.0,9.0,60.0,Healthy
1548.9,22.0,5.1,9.4,0.5,9.8,66.0,Moderate
410.615384615385,10.6153846153846,2.92307692307692,2.76923076923077,0.11,0.538461538461538,14.7692307692308,Moderate
431.0,0.3,1.7,16.0,0.11,6.9,2.6,Healthy
1853.71428571429,34.2857142857143,22.8571428571429,12.0,0.58,9.42857142857143,42.8571428571429,Unhealthy
