energy_100g,sugars_100g,fat_100g,proteins_100g,salt_100g,fiber_100g,carbohydrates_100g,label
937.0,3.0,11.0,17.0,1.5,4.6,12.0,Healthy
1529.6,3.0,2.3,12.7,0.000575,9.5,67.8,Healthy
966.0,5.0,7.6,8.0,0.95,4.9,30.0,Moderate
1231.0,2.6,8.9,10.6,0.95,6.0,39.7,Healthy
250.0,1.76470588235294,0.0,10.5882352941176,0.0882352941176471,0.0,4.11764705882353,Healthy
2052.72727272727,16.3636363636364,16.3636363636364,9.09090909090909,1.09090909090909,10.9090909090909,70.9090909090909,Unhealthy
1551.0,0.7,2.2,11.8,0.05,12.5,68.7,Healthy
59.0,0.7,0.5,0.7,2.1,2.7,2.2,Moderate
1189.0,2.8,27.2,6.8,1.0,0.0,3.5,Unhealthy
2048.0,30.0,22.0,6.6,0.11,2.1,65.0,Unhealthy
444.3,1.1,1.6,7.3,0.49,5.0,13.0,Healthy
1039.0,3.0,25.0,4.5,1.0,0.0,3.0,Unhealthy
2502.0,5.4,49.0,27.0,0.52,7.5,10.0,Healthy
1855.0,40.3,16.0,6.0,0.17,50.0,68.8,Unhealthy
350.0,20.4,0.5,0.8,0.02,18.1,20.4,Healthy
2076.0,21.0,25.0,8.0,0.63,5.8,57.0,Unhealthy
606.666666666667,0.666666666666667,6.0,13.0666666666667,1.86666666666667,5.06666666666667,7.33333333333333,Moderate
640.0,0.0,16.0,1.3,2.7,3.6,1.3,Unhealthy
1024.0,2.7,2.7,8.0,0.79,5.2,44.0,Healthy
1788.0,21.4,13.6,8.8,0.17,7.4,63.4,Unhealthy
1916.0,0.4,34.0,22.0,0.0,30.0,2.6,Healthy
667.8,4.7,4.1,6.3,0.78,6.5,21.0,Healthy
113.0,3.9,0.1,1.2,0.05,1.6,4.5,Healthy
1737.5,1.0,1.5,9.0,1.0,19.0,81.0,Healthy
215.0,4.2,1.0,1.0,0.08,1.0,9.0,Unhealthy
713.3,1.4,1.9,4.8,1.2,4.3,31.0,Moderate
720.7,37.0,0.5,0.6,0.03,1.5,40.0,Moderate
663.0,0.5,2.1,3.4,0.59,1.4,30.0,Healthy
2183.0,0.5,59.0,0.5,0.9,0.0,0.5,Unhealthy
1711.0,24.5,7.4,8.1,0.4,7.0,73.2,Moderate
1525.0,3.0,2.0,13.0,0.0,6.0,70.0,Healthy
187.0,11.0,0.0,0.0,0.0,0.0,11.0,Unhealthy
405.62,13.2,0.5,4.7,0.7,5.04,15.7,Healthy
2485.0,6.1,47.0,26.0,1.3,10.4,13.0,Moderate
1586.5,4.4,4.5,11.0,1.4,7.5,69.0,Moderate
432.1,3.2,1.6,8.9,0.39,2.2,12.0,Healthy
234.0,9.4,0.5,0.5,0.01,1.6,13.0,Healthy
1478.0,1.8,1.8,10.0,1.4,15.0,66.0,Healthy
2072.0,0.0,56.0,0.0,1.5,0.0,0.0,Unhealthy
925.0,2.4,15.0,15.0,0.78,4.3,5.0,Healthy
301.8,4.8,2.0,6.0,0.1975,0.0,7.4,Moderate
1010.0,3.7,4.1,12.0,1.1,7.4,38.0,Healthy
546.0,0.5,2.9,6.6,0.36,7.4,16.0,Healthy
1390.0,1.5,2.0,10.0,1.25,20.0,58.0,Healthy
2506.0,5.5,49.5,28.3,0.02,8.1,10.6,Healthy
1315.40983606557,2.13114754098361,7.04918032786885,8.0327868852459,0.774590163934426,3.27868852459016,52.4590163934426,Moderate
1160.0,6.24,3.05,10.1,1.11,4.13,49.4,Moderate
220.0,6.0,0.0,16.0,0.1625,0.0,6.0,Healthy
1039.0,3.0,25.0,4.5,1.0,0.0,3.0,Unhealthy
1131.9,8.0,3.2,8.5,1.22,4.5,49.0,Moderate
484.0,10.1,3.9,1.2,0.09,0.0,18.7,Moderate
768.0,0.7,2.8,5.5,0.04,4.0,32.0,Healthy
993.0,3.8,8.7,11.0,1.4,5.2,26.0,Unhealthy
326.0,10.1,2.0,3.6,0.21,0.6,10.1,Moderate
2644.58333333333,4.79166666666667,46.875,25.0,0.338541666666667,14.1666666666667,21.875,Moderate
1252.26666666667,2.4,7.86666666666667,8.93333333333333,1.421,2.0,46.6666666666667,Unhealthy
1607.0,0.6,2.9,8.8,0.54,5.1,77.0,Healthy
1654.0,22.4,4.3,6.4,0.06,5.5,78.9,Moderate
1645.0,24.0,3.66666666666667,8.33333333333333,1.08333333333333,7.33333333333333,77.0,Unhealthy
648.0,17.6,6.9,4.9,0.07,0.2,18.1,Moderate
1600.0,3.9,5.7,13.0,1.4,9.2,64.0,Moderate
444.2,1.5,1.2,5.1,0.4325,2.8,17.1,Healthy
1794.9,15.5,12.5,9.3,0.05,7.6,65.5,Moderate
2686.0,6.0,52.0,18.0,0.0,6.0,24.0,Unhealthy
710.2,38.4,0.2,0.5,0.01,2.0,39.9,Unhealthy
1950.0,26.1904761904762,16.6666666666667,7.14285714285714,0.833333333333333,4.76190476190476,69.0476190476191,Unhealthy
394.6,21.0,0.3,0.9,0.0,1.4,21.0,Healthy
1945.1,22.0,17.0,8.3,0.08,4.5,67.0,Unhealthy
1674.0,5.0,5.2,11.0,1.3,4.6,74.0,Moderate
1511.25,0.25,6.0,11.25,5e-05,9.75,60.0,Healthy
1846.2,24.0,14.0,9.6,0.125,7.5,65.0,Moderate
1258.6,2.4,7.9,8.9,1.475,2.0,47.0,Unhealthy
992.0,1.1,9.3,9.2,1.4,5.6,26.0,Moderate
1683.0,99.0,0.0,0.0,0.0,0.0,99.0,Unhealthy
543.5,0.7,2.4,7.8,1e-05,5.2,16.5,Healthy
2665.4,4.1,54.5,25.9,0.6875,7.8,8.6,Moderate
1254.0,8.4,5.3,12.0,0.9,2.2,49.1,Unhealthy
2193.7,2.5,33.0,6.1,1.48,4.5,49.0,Unhealthy
2216.5,39.8,30.0,11.6,0.29,3.8,51.7,Unhealthy
2615.15151515152,9.09090909090909,48.4848484848485,21.2121212121212,1.06060606060606,6.06060606060606,24.2424242424242,Moderate
1529.0,3.4,1.8,13.0,0.0,3.7,72.0,Healthy
2121.0,0.5,30.0,6.1,1.1,4.3,53.0,Unhealthy
635.0,1.6,5.6,8.6,0.45,1.3,16.0,Healthy
981.0,2.6,8.9,6.7,1.0,5.6,29.0,Healthy
2659.4,3.8,54.3,27.7,1.0,6.7,7.4,Moderate
1592.0,3.0,5.0,10.5,0.5,7.4,68.8,Healthy
591.2,3.3,4.1,8.3,0.00175,3.3,16.0,Healthy
1029.0,0.0,20.0,17.0,2.0,0.0,0.0,Unhealthy
1851.0,19.0,15.0,10.0,0.1,9.0,62.0,Moderate
3367.0,0.0,91.0,0.0,0.0,0.0,0.0,Healthy
2219.7,30.9,36.9,13.4,0.02,6.5,33.8,Unhealthy
1659.42857142857,42.8571428571429,15.4285714285714,8.57142857142857,0.03,8.57142857142857,51.4285714285714,Unhealthy
2221.0,35.0,29.0,4.6,0.81,1.3,63.0,Unhealthy
2279.0,56.0,32.0,5.0,0.1,3.0,58.0,Unhealthy
212.0,3.3,1.6,0.098,0.11,1.2,8.3,Moderate
2469.0,6.6,49.0,27.0,0.45,7.4,11.0,Healthy
1790.0,17.0,6.0,8.33333333333333,1.58333333333333,6.0,86.0,Unhealthy
182.0,0.0,1.8,0.7,0.11,1.0,5.6,Moderate
1556.0,2.8,4.3,11.0,1.0,8.5,65.0,Healthy
1685.0,7.0,6.2,12.0,1.5725,7.7,70.0,Unhealthy
1671.0,0.0,30.0,32.0,1.6,0.0,0.0,Unhealthy
426.0,3.5,8.5,2.9,0.12,0.5,3.5,Moderate
1018.0,2.5,4.5,8.5,1.0,5.5,39.0,Healthy
104.08,4.5,0.1,0.2,0.1,0.01,5.7,Unhealthy
1538.0,13.0,1.8,11.0,0.72,12.0,70.0,Healthy
1997.5,21.2,28.3,20.3,0.2,10.0,30.9,Moderate
182.5,4.0,2.0,0.6,0.1,0.6,5.5,Moderate
1577.8,21.0,5.6,11.0,0.25,7.7,66.0,Moderate
597.0,0.2,5.7,21.3,0.8,0.0,0.4,Healthy
1700.0,1.0,34.0,26.0,0.8,1.5,1.9,Unhealthy
1476.44444444444,20.0,2.88888888888889,8.66666666666667,0.0444444444444444,7.33333333333333,68.4444444444444,Healthy
352.0,9.2,2.0,2.2,0.1,0.0,14.2,Unhealthy
276.0,6.7,2.3,1.4,1.2,2.3,8.5,Moderate
1189.0,0.8,24.0,15.0,2.2,0.3,1.9,Unhealthy
2060.0,18.1818181818182,18.1818181818182,10.9090909090909,0.204545454545455,7.27272727272727,67.2727272727273,Moderate
1626.0,17.0,4.1,10.0,0.17,8.3,81.0,Healthy
1658.2,15.0,2.3,7.7,0.06,3.9,83.0,Moderate
1570.0,3.1,2.4,11.0,1.1,5.9,74.0,Healthy
2029.2,29.0,23.0,3.6,0.15,1.5,65.0,Unhealthy
996.75,3.5,2.25,9.5,0.93125,4.75,42.0,Healthy
190.0,4.6,0.1,0.5,0.0,1.5,13.2,Healthy
1068.2,5.8,3.2,11.0,1.18,6.1,42.0,Healthy
2237.0,2.5,30.0,6.0,1.3,3.4,56.0,Unhealthy
2714.0,3.8,56.0,23.0,0.01,8.7,11.0,Healthy
1798.16666666667,12.3333333333333,14.1666666666667,16.0,0.1625,19.0,50.0,Healthy
1110.0,4.9,4.8,9.7,0.93,6.7,42.0,Healthy
1070.64705882353,2.82352941176471,12.6470588235294,10.5882352941176,0.963235294117647,1.58823529411765,24.1176470588235,Unhealthy
985.672857142857,1.8,4.9,9.29,0.99,6.43035714285714,35.0,Healthy
1906.0,5.5,14.0,9.1,2.0,3.3,71.0,Unhealthy
2183.11111111111,3.11111111111111,23.7777777777778,13.7777777777778,0.02,7.55555555555556,59.3333333333333,Healthy
220.0,3.9,0.105,8.8,0.1,0.0,3.9,Healthy
266.0,1.2,0.6,3.2,0.73,3.1,9.7,Unhealthy
219.0,9.5,0.5,0.5,0.01,1.1,11.0,Healthy
210.28,4.8,1.8,3.6,0.1075,0.11,4.8,Healthy
1191.0,5.2,6.0,7.4,1.1,5.5,47.0,Moderate
403.0,1.0,7.0,4.0,0.0,1.0,4.0,Healthy
613.0,3.4,12.0,7.3,0.3,0.0,3.4,Moderate
1559.5,18.0,5.5,11.0,0.275,8.0,65.0,Healthy
240.9,0.5,0.5,1.8,0.75,0.6,11.0,Moderate
1350.0,0.8,23.0,16.0,1.0,0.7,13.0,Unhealthy
1526.0,3.5,2.0,13.0,0.01,3.0,71.0,Healthy
291.9,3.0,0.5,12.3,0.34,0.6,3.5,Healthy
934.0,1.8,14.0,6.8,0.76,5.7,15.0,Healthy
1003.6,56.0,0.1,0.5,0.075,2.8,57.0,Unhealthy
307.0,3.3,3.2,7.2,0.09,0.0,3.9,Healthy
1494.0,1.2,3.3,13.1,0.0,3.6,67.1,Healthy
2288.0,1.6,34.5,6.0,0.8,0.0,53.5,Unhealthy
1828.0,0.7,13.3,7.4,1.5,7.0,66.0,Moderate
1771.0,17.0,11.0,11.0,0.01,7.4,66.0,Healthy
163.0,9.5,0.0,0.0,0.055,0.0,9.7,Unhealthy
998.0,1.7,1.3,10.0,0.85,8.1,42.0,Healthy
215.0,3.5,0.4,7.4,0.1,0.5,3.9,Healthy
688.5,1.5,8.5,20.5,0.15,0.0,1.5,Healthy
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
182.0,4.7,1.0,3.8,0.12,0.0,4.7,Healthy
1531.0,4.2,2.0,12.0,0.28,10.0,69.0,Healthy
1509.0,14.0,2.2,11.0,0.66,17.0,65.0,Healthy
994.25,3.5,1.75,8.75,0.8875,2.5,44.75,Moderate
364.3,4.4,0.5,4.6,0.4925,3.7,14.0,Healthy
798.0,3.2,8.7,21.0,1.3,6.4,4.0,Healthy
1743.1,8.4,14.3,13.2,0.03,8.1,54.4,Healthy
1051.0,27.0,13.0,4.3,0.23,1.74,29.0,Unhealthy
2602.0,4.4,51.0,27.0,0.03,13.0,9.4,Healthy
1836.0,17.0,15.0,12.0,0.12,9.3,59.0,Moderate
1947.0,16.0,18.0,12.0,0.22,8.2,61.0,Moderate
1665.66666666667,8.0,1.33333333333333,7.0,0.9825,3.0,86.6666666666667,Moderate
63.0,0.0,0.4,1.1,2.065,1.8,1.0,Moderate
1460.0,3.3,1.8,13.0,0.03,5.2,67.0,Healthy
2068.0,3.4,25.5,13.4,0.02,8.0,48.5,Healthy
1192.0,7.0,4.8,8.9,1.1,3.7,49.0,Moderate
1468.0,1.3,3.4,11.0,0.01,11.0,63.0,Healthy
1821.0,2.9,14.1,16.4,1.54,8.1,56.2,Moderate
1485.0,3.0,1.5,13.0,0.0,3.0,71.0,Healthy
1010.0,3.3,23.3,4.4,0.08625,0.0,4.3,Unhealthy
1076.0,2.9,4.2,11.3,0.89,6.7,39.7,Healthy
1063.0,4.9,1.7,8.5,0.48,4.1,48.4,Healthy
2067.4,0.1,25.4,7.7,0.65,4.1,56.7,Moderate
1521.0,3.5,2.0,13.0,0.01,3.0,71.0,Healthy
2100.0,1.6,27.0,6.3,0.64,5.1,55.0,Moderate
654.9,13.0,6.2,2.1,0.23,4.1,21.0,Moderate
1621.0,16.0,1.5,8.1,0.66,5.1,82.0,Moderate
768.7,0.2,7.4,2.7,0.55,3.0,25.0,Moderate
732.0,2.1,17.0,3.0,0.02,0.6,2.8,Moderate
359.0,4.7,0.6,4.6,0.6,5.9,12.5,Healthy
1016.0,2.8,1.2,10.3,0.59,9.7,42.3,Healthy
334.0,9.0,3.0,2.3,0.0,0.0,14.7,Unhealthy
1023.1,3.0,7.7,4.1,1.3,11.1,34.1,Moderate
1247.0,2.2,18.0,10.0,0.98,11.0,19.0,Healthy
2519.0,5.4,47.0,30.0,0.0,8.2,12.0,Healthy
1716.0,8.62,2.59,10.34,1.1638,12.07,79.31,Moderate
1898.0,9.8,22.0,12.0,0.2,8.0,48.0,Healthy
498.0,0.0,1.5,26.0,1.2,0.0,0.0,Healthy
1960.1,17.3,17.2,9.3,0.27,11.4,63.2,Moderate
861.0,3.7,4.1,1.1,1.1,12.0,35.0,Moderate
1844.8,21.0,14.0,10.0,0.12,8.6,64.0,Moderate
921.0,1.4,9.3,6.0,1.2,6.9,26.0,Healthy
604.6,0.1,1.9,2.9,0.03,0.7,28.2,Healthy
1700.0,2.8,6.5,19.8,2.1,1.2,75.0,Unhealthy
548.5,4.0,10.0,6.0,0.1475,0.0,4.5,Moderate
553.0,3.3,10.3,6.1,0.1975,0.0,3.8,Moderate
3700.0,0.0,100.0,0.0,0.0,0.0,0.0,Healthy
77.9166666666667,4.16666666666667,0.0,0.0,0.109375,0.0,4.58333333333333,Healthy
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
1292.0,0.5,27.0,6.3,0.86,5.3,9.5,Moderate
1017.0,59.0,0.1,0.3,0.0,0.7,59.0,Unhealthy
1016.0,57.0,0.2,0.7,0.0,3.4,57.0,Unhealthy
742.0,0.6,6.5,14.0,0.54,1.0,15.0,Healthy
1768.6,21.0,12.0,11.0,0.03,6.2,64.0,Moderate
2558.5,5.4,50.3,26.9,0.6775,7.7,10.5,Moderate
2.0,4.4,0.0,1.0,0.04,2.0,4.5,Moderate
1400.0,16.0,12.0,8.3,0.85,4.8,46.0,Unhealthy
1087.0,1.5,14.3,7.6,1.18,7.3,22.0,Healthy
230.0,2.94117647058824,0.0,10.5882352941176,0.0955882352941176,0.0,2.94117647058824,Healthy
1596.66666666667,17.6666666666667,4.66666666666667,10.0,0.783333333333333,9.66666666666667,69.0,Moderate
2480.5,6.5,46.1,22.8,0.98,7.6,19.2,Healthy
1717.0,4.2,10.0,10.0,1.0,6.9,66.0,Healthy
456.0,5.3,8.5,0.9,0.81,2.4,6.3,Moderate
1603.0,0.0,30.0,29.0,1.1,0.0,0.0,Unhealthy
1766.4,17.0,11.0,11.0,0.03,6.3,66.0,Moderate
1510.4,3.1,1.6,14.5,0.01,2.9,69.5,Healthy
1521.0,3.5,2.0,12.0,0.01,3.0,72.0,Healthy
245.4,4.0,0.2,10.0,0.35,0.0,4.0,Healthy
2136.8,3.0,33.0,5.8,1.3,4.4,46.0,Unhealthy
929.36,6.1,6.8,8.28,1.1,5.5,29.0,Healthy
1783.0,0.1,34.0,26.0,0.8,0.0,0.1,Unhealthy
1671.0,1.7,5.7,11.0,1.4,5.5,70.0,Moderate
2547.0,2.0,51.0,25.0,0.13,12.0,8.2,Healthy
127.0,3.1,2.0,0.5,0.13,0.5,3.1,Moderate
1540.0,4.0,6.8,15.0,0.01,7.6,58.0,Healthy
3442.0,0.0,91.0,0.0,0.0,0.0,0.0,Healthy
683.0,0.5,6.0,2.5,0.5,4.5,22.5,Healthy
2825.0,5.8,64.0,7.2,0.04,0.0,14.0,Unhealthy
926.0,0.7,10.0,16.0,0.5,1.2,18.0,Healthy
1622.0,5.2,1.0,6.9,0.83,3.3,84.8,Moderate
242.0,11.0,0.0,0.0,0.0,1.4,12.0,Healthy
256.8,3.4,3.0,1.1,0.1,0.8,7.1,Unhealthy
844.0,1.2,3.2,5.8,0.01,4.0,35.0,Healthy
2182.0,0.5,59.0,0.5,1.1,0.0,0.5,Unhealthy
1254.8,4.7,5.9,7.9,1.1,4.4,51.0,Moderate
703.0,37.3,0.2,0.6,0.01,3.2,38.5,Moderate
296.0,0.1,0.5,5.3,0.62,3.0,9.6,Healthy
1577.7,20.0,3.6,9.3,0.4,7.8,72.0,Moderate
2578.0,5.5,50.0,28.0,0.0,8.1,11.0,Healthy
899.8,2.7,3.7,5.7,1.1,11.0,34.0,Healthy
1038.0,3.1,23.0,6.0,0.58,0.9,4.6,Unhealthy
657.6,2.1,7.1,15.0,0.63,0.7,7.9,Healthy
943.5,4.3,21.0,5.4,0.7375,0.2,4.3,Unhealthy
818.0,3.8,1.0,4.9,0.98,10.0,37.0,Healthy
506.9,3.4,10.3,3.1,0.0875,0.0,4.3,Moderate
554.5,0.5,4.0,2.5,0.4,3.0,20.0,Healthy
2517.8,5.3,47.0,26.0,0.02,8.1,16.0,Healthy
1113.46153846154,3.84615384615385,1.92307692307692,11.5384615384615,0.192307692307692,7.69230769230769,46.1538461538462,Healthy
2647.0,5.6,56.0,24.0,0.24,7.7,6.2,Healthy
2223.0,51.0,32.0,4.6,0.02,5.3,54.0,Unhealthy
52.0,0.5,0.0,0.4,0.85,3.1,1.2,Healthy
996.9,5.4,3.8,4.5,0.54,6.1,43.0,Healthy
1632.0,7.6,1.1,8.0,0.9,3.4,84.0,Moderate
1198.0,2.9,30.0,2.3,0.07,0.0,2.9,Unhealthy
1607.0,11.0,9.0,10.0,0.01,7.7,61.0,Healthy
101.0,1.3,1.3,0.8,0.58,1.1,1.8,Healthy
1874.0,25.0,17.0,7.0,0.4225,9.0,62.0,Unhealthy
1607.0,22.0,2.4,8.7,0.42,7.5,77.0,Moderate
947.0,2.08,8.1,8.27,1.31,1.67,29.3,Unhealthy
1007.5,57.0,0.5,0.0,0.000125,2.5,57.0,Unhealthy
665.0,3.0,12.0,10.0,1.1,0.0,3.0,Moderate
1496.8,3.7,2.0,10.0,0.001,3.6,72.0,Healthy
380.0,2.0,3.8,3.2,0.56,5.7,8.2,Healthy
583.0,1.0,7.2,2.7,0.15,0.0,16.0,Moderate
1078.0,4.9,17.0,19.0,2.8,0.0,7.6,Unhealthy
849.0,0.8,1.6,4.8,1.2,9.9,37.0,Healthy
1177.0,18.5,20.9,4.8,0.31,0.5,18.7,Unhealthy
2555.0,0.0,69.0,0.0,0.87,0.0,0.0,Moderate
1759.0,17.3,10.9,10.9,0.03,6.3,65.9,Moderate
178.4,4.0,1.1,4.1,0.13,0.0,4.0,Healthy
2179.1,4.0,30.0,6.1,0.6,3.8,55.0,Moderate
926.0,3.8,9.9,7.6,1.3,11.0,20.0,Healthy
1666.9,17.5,7.2,8.6,0.49,9.1,69.5,Moderate
1095.0,4.3,7.6,10.0,0.9,1.8,37.0,Moderate
77.35,4.24,0.0,0.0,6e-05,0.0,4.55,Healthy
440.8,10.8,5.52,2.08,0.08,0.08,11.44,Moderate
399.0,1.2,8.8,1.4,0.77,1.9,2.0,Healthy
1549.0,8.8,2.1,9.4,0.56,10.7,72.2,Healthy
1124.0,6.5,24.0,5.9,1.1,1.0,7.5,Unhealthy
1525.0,3.0,2.0,13.0,0.0,6.0,70.0,Healthy
2169.0,25.0,33.0,12.0,0.35,6.6,41.0,Unhealthy
1832.0,18.0,14.0,9.2,0.28,6.6,65.0,Moderate
395.0,2.0,2.4,3.3,0.68,3.6,13.0,Healthy
2575.0,5.7,48.8,21.3,0.8,4.2,22.0,Moderate
1088.8,4.6,4.8,9.8,0.785,6.8,40.6,Healthy
1703.8,14.7,7.3,9.6,0.03,9.0,70.5,Healthy
1086.0,0.7,20.7,6.2,1.1,4.9,10.3,Moderate
242.9,3.2,0.5,10.0,0.1075,0.0,3.2,Healthy
1521.0,3.5,2.0,13.0,0.01,3.0,71.0,Healthy
2182.0,0.5,59.0,0.5,0.8,0.0,0.5,Moderate
2545.0,5.2,49.0,20.0,0.04,5.2,22.0,Healthy
2607.0,6.0,53.0,20.0,0.0,6.3,16.0,Healthy
1480.0,23.0,6.6,4.7,0.34,17.0,60.0,Moderate
1521.0,3.5,2.0,13.0,0.01,3.0,71.0,Healthy
916.0,0.7,17.0,7.2,2.1,5.1,7.3,Unhealthy
365.5,0.0,0.5,4.0,0.1875,3.0,15.0,Healthy
534.9,0.5,3.3,2.2,0.61,2.3,21.0,Moderate
1466.0,1.0,3.3,9.7,0.01,12.0,64.0,Healthy
1134.5,1.2,0.5,34.0,10.8,3.5,30.0,Unhealthy
393.0,8.7,2.0,3.1,0.11,0.5,15.6,Moderate
2672.0,29.0,54.5,26.3,0.69,6.5,9.2,Moderate
354.0,13.8,0.6,3.9,0.13,3.8,15.9,Healthy
189.0,9.3,0.1,0.7,0.0,0.8,9.9,Unhealthy
1629.6,5.5,1.2,7.7,0.59,3.5,83.9,Moderate
980.0,4.5,11.0,7.3,0.95,6.3,23.0,Healthy
428.3,11.2,4.5,2.1,0.0,0.0,13.3,Moderate
515.3,2.9,2.7,8.5,0.628,5.6,13.3,Healthy
139.6,0.8,2.0,1.5,0.68,1.4,1.7,Healthy
1109.0,2.0,4.8,11.0,1.1,8.0,40.0,Healthy
1837.0,9.5,20.0,9.0,0.03,18.0,47.0,Healthy
1704.0,2.0,13.0,16.0,1.0,3.3,56.0,Moderate
1549.0,8.8,2.1,9.4,0.56,10.7,72.2,Healthy
1490.0,0.1,0.8,8.7,0.0,0.4,77.0,Moderate
1637.0,17.0,1.9,6.3,0.64,3.8,84.0,Moderate
98.0,3.5,0.0,1.2,0.03,1.3,3.5,Healthy
1524.0,0.7,5.7,12.0,0.0,8.5,62.0,Healthy
1251.0,9.0,6.3,7.3,1.1,3.4,51.0,Moderate
3389.0,0.0,91.6,0.0,0.0,0.0,0.0,Healthy
42.5,2.1,0.0,0.0,0.0,0.0,2.5,Unhealthy
440.0,0.2,0.8,6.6,0.4,5.4,15.0,Healthy
396.0,0.6,0.7,6.8,0.52,6.3,12.0,Healthy
735.0,0.0,1.6,3.6,0.65,2.4,35.0,Moderate
967.0,3.0,22.0,6.0,0.9,0.5,3.0,Unhealthy
383.4,1.7,4.2,4.8,0.45,1.3,8.0,Moderate
425.8,1.7,2.6,6.4,0.46,2.1,12.0,Healthy
296.0,4.3,3.0,6.4,0.1,0.0,4.5,Healthy
1250.0,2.0,18.0,6.2,1.1,2.4,27.0,Moderate
721.0,2.4,8.4,3.2,0.68,2.7,20.0,Moderate
1801.0,38.0,13.0,6.2,0.7875,5.2,69.0,Unhealthy
263.0,3.4,2.8,1.1,0.0975,0.8,7.9,Unhealthy
1515.55555555556,12.4444444444444,4.88888888888889,11.3333333333333,0.0222222222222222,16.0,64.6666666666667,Healthy
1721.0,17.0,15.4,9.2,0.025,3.0,58.0,Moderate
215.0,11.0,0.5,0.5,0.01,1.4,12.0,Healthy
1189.0,2.2,28.0,1.7,5.5,8.9,2.2,Unhealthy
1132.0,4.4,8.6,8.8,0.93,2.3,38.0,Moderate
2654.0,4.6,51.3,28.5,0.01,5.4,12.0,Healthy
818.928571428571,0.285714285714286,9.64285714285714,7.5,0.58,1.60714285714286,18.9285714285714,Moderate
1832.0,15.6,17.4,19.3,0.399,8.9,46.7,Moderate
974.2,2.4,0.8,10.1,0.905,2.9,44.1,Healthy
1966.875,20.4166666666667,25.625,13.125,0.104166666666667,6.04166666666667,43.9583333333333,Moderate
1377.0,3.2,7.3,9.4,0.9,2.3,55.0,Moderate
2629.5,23.0,46.0,19.0,0.5125,6.5,32.5,Moderate
2220.0,0.5,60.0,0.5,0.2,0.0,3.8,Moderate
961.0,4.5,17.0,13.5,2.5,0.0,6.0,Unhealthy
471.0,2.6,3.7,5.6,0.57,1.2,14.0,Healthy
2210.0,0.5,32.0,6.1,1.1,4.8,52.0,Unhealthy
453.78313253012,4.28915662650602,0.337349397590361,4.81927710843374,0.61566265060241,3.85542168674699,19.3253012048193,Healthy
1081.0,57.0,0.5,0.8,2.0,0.8,62.0,Unhealthy
635.3,0.1,7.8,16.5,0.06,1.9,3.0,Healthy
2555.2,5.9,49.0,25.8,0.0,8.2,14.0,Healthy
798.4,0.0,9.54,26.1,0.64,0.0,0.3,Healthy
207.0,7.2,0.3,0.5,0.0,1.9,12.5,Healthy
1626.2,3.5,4.0,13.0,1.2,8.4,70.0,Healthy
1272.7,3.7,7.4,7.7,0.88,6.5,48.0,Healthy
1294.0,0.5,35.0,0.5,2.0,0.0,0.5,Unhealthy
136.0,0.7,1.2,0.8,0.66,0.8,4.5,Moderate
1650.0,5.68181818181818,7.95454545454545,13.6363636363636,1.22159090909091,12.5,60.2272727272727,Moderate
1521.0,3.5,2.0,13.0,0.01,3.0,71.0,Healthy
1560.0,0.555555555555556,3.33333333333333,10.0,0.652777777777778,7.22222222222222,71.1111111111111,Healthy
910.0,0.0,13.0,25.0,1.0,0.5,0.0,Healthy
3061.0,0.7,82.0,0.7,0.05,0.5,0.9,Unhealthy
1591.0,12.9,8.4,9.9,0.08,9.1,61.2,Healthy
575.0,0.8,8.7,5.9,0.73,1.2,8.5,Moderate
262.4,1.7,4.1,0.9,0.51,4.7,3.4,Healthy
640.0,1.5,7.0,14.0,0.87,0.9,7.5,Healthy
1593.0,0.6,2.6,8.1,0.03,2.2,79.0,Healthy
1535.0,1.2,6.7,12.0,0.01,10.0,59.0,Healthy
2659.4,3.8,54.3,27.7,1.0825,6.7,7.4,Moderate
728.0,0.7,13.0,14.0,1.2,0.4,1.4,Moderate
2058.0,4.4,31.4,13.7,0.05,12.8,33.0,Unhealthy
1846.0,35.0,13.0,9.9,0.82,3.5,69.0,Unhealthy
2772.0,4.2,61.0,19.0,0.01,8.6,9.9,Moderate
411.8,4.0,7.5,3.7,0.1,0.0,4.2,Moderate
1538.0,10.9,1.8,11.7,0.27,13.3,70.0,Healthy
1007.93650793651,3.96825396825397,2.22222222222222,11.9047619047619,0.904761904761905,5.3968253968254,40.0,Healthy
772.0,21.0,6.0,1.4,0.14,0.5,31.0,Unhealthy
108.0,1.3,0.5,0.8,0.67,1.0,4.0,Moderate
640.1,0.7,2.2,3.3,0.44,1.2,29.0,Healthy
1460.0,0.1,27.5,26.0,1.5,0.0,0.1,Unhealthy
2022.3,0.9,38.0,21.4,0.13,28.8,1.3,Healthy
1561.0,0.8,6.7,13.2,0.01,9.7,59.5,Healthy
2615.15151515152,9.09090909090909,48.4848484848485,21.2121212121212,1.06060606060606,6.06060606060606,24.2424242424242,Moderate
2573.33333333333,6.66666666666667,46.6666666666667,26.6666666666667,0.0166666666666667,6.66666666666667,20.0,Healthy
2101.0,4.2,25.9,4.1,1.39,4.0,60.9,Unhealthy
567.5,1.2,13.0,3.1,0.05,0.4,1.8,Healthy
904.0,3.6,5.1,5.3,1.3,1.6,36.0,Moderate
